,Location,median_income,gini_index
366,"Lee County, Florida: Summary level: 050, state:12> county:071",61847,0.4786
367,"Marion County, Florida: Summary level: 050, state:12> county:083",50922,0.4467
368,"Hardee County, Florida: Summary level: 050, state:12> county:049",46163,0.4772
369,"Collier County, Florida: Summary level: 050, state:12> county:021",72804,0.5237
370,"Okeechobee County, Florida: Summary level: 050, state:12> county:093",45713,0.4357
371,"Orange County, Florida: Summary level: 050, state:12> county:095",60123,0.4831
372,"Alachua County, Florida: Summary level: 050, state:12> county:001",67459,0.5166
373,"District of Columbia, District of Columbia: Summary level: 050, state:11> county:001",95995,0.5314
374,"Pasco County, Florida: Summary level: 050, state:12> county:101",58751,0.4508
375,"Gilchrist County, Florida: Summary level: 050, state:12> county:041",54361,0.4214
376,"Highlands County, Florida: Summary level: 050, state:12> county:055",44219,0.4758
377,"Suwannee County, Florida: Summary level: 050, state:12> county:121",48666,0.4792
378,"DeSoto County, Florida: Summary level: 050, state:12> county:027",40174,0.4486
379,"Calhoun County, Florida: Summary level: 050, state:12> county:013",45081,0.4125
380,"Charlotte County, Florida: Summary level: 050, state:12> county:015",56293,0.4572
381,"Columbia County, Florida: Summary level: 050, state:12> county:023",55257,0.4629
382,"Dixie County, Florida: Summary level: 050, state:12> county:029",42023,0.4692
383,"Martin County, Florida: Summary level: 050, state:12> county:085",73018,0.5219
384,"Putnam County, Florida: Summary level: 050, state:12> county:107",41419,0.4637
385,"Sarasota County, Florida: Summary level: 050, state:12> county:115",69898,0.4848
386,"Union County, Florida: Summary level: 050, state:12> county:125",46773,0.4252
387,"Clay County, Georgia: Summary level: 050, state:13> county:061",35214,0.498
388,"Echols County, Georgia: Summary level: 050, state:13> county:101",49931,0.4855
389,"Glynn County, Georgia: Summary level: 050, state:13> county:127",58541,0.5019
390,"DeKalb County, Georgia: Summary level: 050, state:13> county:089",65702,0.4907
391,"Haralson County, Georgia: Summary level: 050, state:13> county:143",53944,0.4576
392,"Lincoln County, Georgia: Summary level: 050, state:13> county:181",49007,0.4878
393,"Jackson County, Georgia: Summary level: 050, state:13> county:157",67251,0.43
394,"Jefferson County, Georgia: Summary level: 050, state:13> county:163",41341,0.4796
395,"Jones County, Georgia: Summary level: 050, state:13> county:169",65437,0.4283
396,"Murray County, Georgia: Summary level: 050, state:13> county:213",48447,0.4026
397,"Muscogee County, Georgia: Summary level: 050, state:13> county:215",55496,0.4994
398,"Pulaski County, Georgia: Summary level: 050, state:13> county:235",49448,0.4506
399,"Rabun County, Georgia: Summary level: 050, state:13> county:241",51250,0.5296
400,"Stewart County, Georgia: Summary level: 050, state:13> county:259",28355,0.5026
401,"Towns County, Georgia: Summary level: 050, state:13> county:281",51695,0.4341
402,"Treutlen County, Georgia: Summary level: 050, state:13> county:283",52170,0.4641
403,"Turner County, Georgia: Summary level: 050, state:13> county:287",46667,0.4423
404,"Irwin County, Georgia: Summary level: 050, state:13> county:155",48776,0.4984
405,"Atkinson County, Georgia: Summary level: 050, state:13> county:003",35357,0.4958
406,"Appling County, Georgia: Summary level: 050, state:13> county:001",46707,0.4662
407,"Bacon County, Georgia: Summary level: 050, state:13> county:005",46307,0.4253
408,"Brantley County, Georgia: Summary level: 050, state:13> county:025",43177,0.4296
409,"Whitfield County, Georgia: Summary level: 050, state:13> county:313",51731,0.4734
410,"Calhoun County, Georgia: Summary level: 050, state:13> county:037",37297,0.4983
411,"Macon County, Georgia: Summary level: 050, state:13> county:193",39312,0.4989
412,"Troup County, Georgia: Summary level: 050, state:13> county:285",53500,0.4759
413,"Bibb County, Georgia: Summary level: 050, state:13> county:021",51156,0.5239
414,"Harris County, Georgia: Summary level: 050, state:13> county:145",82276,0.4377
415,"Marion County, Georgia: Summary level: 050, state:13> county:197",50000,0.4404
416,"Schley County, Georgia: Summary level: 050, state:13> county:249",45379,0.4537
417,"Worth County, Georgia: Summary level: 050, state:13> county:321",47626,0.4472
418,"Bleckley County, Georgia: Summary level: 050, state:13> county:023",50321,0.5033
419,"Dooly County, Georgia: Summary level: 050, state:13> county:093",45918,0.4456
420,"Evans County, Georgia: Summary level: 050, state:13> county:109",49136,0.4819
421,"Franklin County, Georgia: Summary level: 050, state:13> county:119",49341,0.4728
422,"Webster County, Georgia: Summary level: 050, state:13> county:307",44863,0.4707
423,"Effingham County, Georgia: Summary level: 050, state:13> county:103",73641,0.3848
424,"Lamar County, Georgia: Summary level: 050, state:13> county:171",53942,0.4751
425,"Glascock County, Georgia: Summary level: 050, state:13> county:125",60291,0.3987
426,"Emanuel County, Georgia: Summary level: 050, state:13> county:107",41129,0.4743
427,"Quitman County, Georgia: Summary level: 050, state:13> county:239",34441,0.465
428,"Chatham County, Georgia: Summary level: 050, state:13> county:051",64025,0.4764
429,"Liberty County, Georgia: Summary level: 050, state:13> county:179",47242,0.4129
430,"Jasper County, Georgia: Summary level: 050, state:13> county:159",47366,0.4327
431,"Johnson County, Georgia: Summary level: 050, state:13> county:167",48118,0.4456
432,"Lanier County, Georgia: Summary level: 050, state:13> county:173",45959,0.497
433,"Madison County, Georgia: Summary level: 050, state:13> county:195",54699,0.4282
434,"Mitchell County, Georgia: Summary level: 050, state:13> county:205",40730,0.4422
435,"Seminole County, Georgia: Summary level: 050, state:13> county:253",42725,0.5185
436,"Tift County, Georgia: Summary level: 050, state:13> county:277",47042,0.4839
437,"Twiggs County, Georgia: Summary level: 050, state:13> county:289",40072,0.5002
438,"Polk County, Georgia: Summary level: 050, state:13> county:233",49940,0.484
439,"Talbot County, Georgia: Summary level: 050, state:13> county:263",46144,0.4716
440,"Taylor County, Georgia: Summary level: 050, state:13> county:269",35714,0.4679
441,"Terrell County, Georgia: Summary level: 050, state:13> county:273",38164,0.4696
442,"Thomas County, Georgia: Summary level: 050, state:13> county:275",50727,0.4909
443,"Toombs County, Georgia: Summary level: 050, state:13> county:279",47341,0.5175
444,"Wilkinson County, Georgia: Summary level: 050, state:13> county:319",50347,0.4458
445,"Ben Hill County, Georgia: Summary level: 050, state:13> county:017",37236,0.4565
446,"Burke County, Georgia: Summary level: 050, state:13> county:033",42050,0.4591
447,"Catoosa County, Georgia: Summary level: 050, state:13> county:047",65053,0.4116
448,"Chattahoochee County, Georgia: Summary level: 050, state:13> county:053",50172,0.4384
449,"Chattooga County, Georgia: Summary level: 050, state:13> county:055",44076,0.4582
450,"Columbia County, Georgia: Summary level: 050, state:13> county:073",83197,0.4095
451,"Decatur County, Georgia: Summary level: 050, state:13> county:087",47423,0.5121
452,"Floyd County, Georgia: Summary level: 050, state:13> county:115",56497,0.4635
453,"Forsyth County, Georgia: Summary level: 050, state:13> county:117",108147,0.4093
454,"Habersham County, Georgia: Summary level: 050, state:13> county:137",54607,0.437
455,"Hart County, Georgia: Summary level: 050, state:13> county:147",52115,0.4583
456,"Lowndes County, Georgia: Summary level: 050, state:13> county:185",51555,0.5026
457,"McIntosh County, Georgia: Summary level: 050, state:13> county:191",54286,0.481
458,"Meriwether County, Georgia: Summary level: 050, state:13> county:199",48719,0.4562
459,"Monroe County, Georgia: Summary level: 050, state:13> county:207",66485,0.538
460,"Putnam County, Georgia: Summary level: 050, state:13> county:237",57302,0.4674
461,"Sumter County, Georgia: Summary level: 050, state:13> county:261",41607,0.484
462,"Taliaferro County, Georgia: Summary level: 050, state:13> county:265",41406,0.4836
463,"Warren County, Georgia: Summary level: 050, state:13> county:301",45913,0.5095
464,"Baker County, Georgia: Summary level: 050, state:13> county:007",53258,0.4681
465,"Bryan County, Georgia: Summary level: 050, state:13> county:029",79198,0.4335
466,"Butts County, Georgia: Summary level: 050, state:13> county:035",48592,0.4799
467,"Candler County, Georgia: Summary level: 050, state:13> county:043",37025,0.5234
468,"Camden County, Georgia: Summary level: 050, state:13> county:039",59326,0.4329
469,"Carroll County, Georgia: Summary level: 050, state:13> county:045",57896,0.4521
470,"Crawford County, Georgia: Summary level: 050, state:13> county:079",51900,0.4663
471,"Early County, Georgia: Summary level: 050, state:13> county:099",40216,0.4783
472,"Crisp County, Georgia: Summary level: 050, state:13> county:081",39291,0.5613
473,"Coffee County, Georgia: Summary level: 050, state:13> county:069",46056,0.5044
474,"Coweta County, Georgia: Summary level: 050, state:13> county:077",76692,0.4333
475,"Cobb County, Georgia: Summary level: 050, state:13> county:067",86091,0.4551
476,"Gilmer County, Georgia: Summary level: 050, state:13> county:123",55000,0.4448
477,"Dade County, Georgia: Summary level: 050, state:13> county:083",58750,0.4522
478,"Walton County, Georgia: Summary level: 050, state:13> county:297",64940,0.4263
479,"Wilkes County, Georgia: Summary level: 050, state:13> county:317",49123,0.505
480,"Brooks County, Georgia: Summary level: 050, state:13> county:027",46892,0.4738
481,"Dodge County, Georgia: Summary level: 050, state:13> county:091",46998,0.4504
482,"Gordon County, Georgia: Summary level: 050, state:13> county:129",47282,0.4391
483,"Elbert County, Georgia: Summary level: 050, state:13> county:105",44710,0.4933
484,"Cherokee County, Georgia: Summary level: 050, state:13> county:057",86552,0.4175
485,"Fayette County, Georgia: Summary level: 050, state:13> county:113",100318,0.42
486,"Jenkins County, Georgia: Summary level: 050, state:13> county:165",39103,0.4391
487,"Lee County, Georgia: Summary level: 050, state:13> county:177",76521,0.3956
488,"Newton County, Georgia: Summary level: 050, state:13> county:217",60680,0.4274
489,"Pickens County, Georgia: Summary level: 050, state:13> county:227",71311,0.4209
490,"Greene County, Georgia: Summary level: 050, state:13> county:133",59792,0.5703
491,"Colquitt County, Georgia: Summary level: 050, state:13> county:071",40003,0.4634
492,"Cook County, Georgia: Summary level: 050, state:13> county:075",41823,0.4471
493,"Dawson County, Georgia: Summary level: 050, state:13> county:085",73861,0.4638
494,"Hancock County, Georgia: Summary level: 050, state:13> county:141",33140,0.4864
495,"Clayton County, Georgia: Summary level: 050, state:13> county:063",49001,0.4169
496,"Fulton County, Georgia: Summary level: 050, state:13> county:121",83533,0.5413
497,"Hall County, Georgia: Summary level: 050, state:13> county:139",63700,0.4523
498,"Lumpkin County, Georgia: Summary level: 050, state:13> county:187",56356,0.4853
499,"McDuffie County, Georgia: Summary level: 050, state:13> county:189",50801,0.4627
500,"Miller County, Georgia: Summary level: 050, state:13> county:201",46935,0.4857
501,"Morgan County, Georgia: Summary level: 050, state:13> county:211",64011,0.4553
502,"Heard County, Georgia: Summary level: 050, state:13> county:149",60000,0.4169
503,"Oconee County, Georgia: Summary level: 050, state:13> county:219",90870,0.4608
504,"Dougherty County, Georgia: Summary level: 050, state:13> county:095",41278,0.5051
505,"Fannin County, Georgia: Summary level: 050, state:13> county:111",56314,0.4558
506,"Henry County, Georgia: Summary level: 050, state:13> county:151",72856,0.4029
507,"Houston County, Georgia: Summary level: 050, state:13> county:153",64370,0.438
508,"Laurens County, Georgia: Summary level: 050, state:13> county:175",43020,0.5211
509,"Long County, Georgia: Summary level: 050, state:13> county:183",55664,0.3724
510,"Spalding County, Georgia: Summary level: 050, state:13> county:255",52011,0.4537
511,"Stephens County, Georgia: Summary level: 050, state:13> county:257",54483,0.4894
512,"Telfair County, Georgia: Summary level: 050, state:13> county:271",36116,0.424
513,"Union County, Georgia: Summary level: 050, state:13> county:291",55753,0.474
514,"Upson County, Georgia: Summary level: 050, state:13> county:293",47651,0.4731
515,"Washington County, Georgia: Summary level: 050, state:13> county:303",46318,0.476
516,"White County, Georgia: Summary level: 050, state:13> county:311",52122,0.4346
517,"Peach County, Georgia: Summary level: 050, state:13> county:225",56026,0.449
518,"Paulding County, Georgia: Summary level: 050, state:13> county:223",71204,0.3909
