Location,median_income
"Panola County, Mississippi: Summary level: 050, state:28> county:107",41930
"Perry County, Mississippi: Summary level: 050, state:28> county:111",43586
"Yalobusha County, Mississippi: Summary level: 050, state:28> county:161",45352
"Chickasaw County, Mississippi: Summary level: 050, state:28> county:017",44297
"Carroll County, Mississippi: Summary level: 050, state:28> county:015",57361
"Copiah County, Mississippi: Summary level: 050, state:28> county:029",45366
"George County, Mississippi: Summary level: 050, state:28> county:039",57142
"Grenada County, Mississippi: Summary level: 050, state:28> county:043",43037
"Hinds County, Mississippi: Summary level: 050, state:28> county:049",52780
"Jefferson County, Mississippi: Summary level: 050, state:28> county:063",22140
"Newton County, Mississippi: Summary level: 050, state:28> county:101",46570
"Union County, Mississippi: Summary level: 050, state:28> county:145",48234
"Prentiss County, Mississippi: Summary level: 050, state:28> county:117",44272
"Howell County, Missouri: Summary level: 050, state:29> county:091",43849
"Carter County, Missouri: Summary level: 050, state:29> county:035",49750
"Dade County, Missouri: Summary level: 050, state:29> county:057",45833
"Linn County, Missouri: Summary level: 050, state:29> county:115",50033
"Johnson County, Missouri: Summary level: 050, state:29> county:101",62940
"Laclede County, Missouri: Summary level: 050, state:29> county:105",50710
"Maries County, Missouri: Summary level: 050, state:29> county:125",55601
"Phelps County, Missouri: Summary level: 050, state:29> county:161",58257
"Platte County, Missouri: Summary level: 050, state:29> county:165",90397
"St. Francois County, Missouri: Summary level: 050, state:29> county:187",54248
"St. Louis city, Missouri: Summary level: 050, state:29> county:510",49555
"Andrew County, Missouri: Summary level: 050, state:29> county:003",72237
"Butler County, Missouri: Summary level: 050, state:29> county:023",46522
"Carroll County, Missouri: Summary level: 050, state:29> county:033",57183
"Daviess County, Missouri: Summary level: 050, state:29> county:061",59487
"Holt County, Missouri: Summary level: 050, state:29> county:087",56250
"Knox County, Missouri: Summary level: 050, state:29> county:103",50404
"Ripley County, Missouri: Summary level: 050, state:29> county:181",41638
"Marion County, Missouri: Summary level: 050, state:29> county:127",56152
"Montgomery County, Missouri: Summary level: 050, state:29> county:139",52146
"Osage County, Missouri: Summary level: 050, state:29> county:151",68315
"Stoddard County, Missouri: Summary level: 050, state:29> county:207",49246
"Warren County, Missouri: Summary level: 050, state:29> county:219",66787
"Washington County, Missouri: Summary level: 050, state:29> county:221",41988
"Audrain County, Missouri: Summary level: 050, state:29> county:007",55227
"Christian County, Missouri: Summary level: 050, state:29> county:043",65491
"DeKalb County, Missouri: Summary level: 050, state:29> county:063",61932
"Greene County, Missouri: Summary level: 050, state:29> county:077",58210
"Harrison County, Missouri: Summary level: 050, state:29> county:081",52578
"Lafayette County, Missouri: Summary level: 050, state:29> county:107",63226
"St. Clair County, Missouri: Summary level: 050, state:29> county:185",45286
"Adair County, Missouri: Summary level: 050, state:29> county:001",61193
"Schuyler County, Missouri: Summary level: 050, state:29> county:197",48878
"Scotland County, Missouri: Summary level: 050, state:29> county:199",59007
"Sullivan County, Missouri: Summary level: 050, state:29> county:211",51294
"Camden County, Missouri: Summary level: 050, state:29> county:029",59297
"Clark County, Missouri: Summary level: 050, state:29> county:045",54630
"Jasper County, Missouri: Summary level: 050, state:29> county:097",55780
"Jefferson County, Missouri: Summary level: 050, state:29> county:099",69238
"Lewis County, Missouri: Summary level: 050, state:29> county:111",58073
"McDonald County, Missouri: Summary level: 050, state:29> county:119",45400
"New Madrid County, Missouri: Summary level: 050, state:29> county:143",41932
"Perry County, Missouri: Summary level: 050, state:29> county:157",67846
"Polk County, Missouri: Summary level: 050, state:29> county:167",52027
"Ralls County, Missouri: Summary level: 050, state:29> county:173",60308
"Ray County, Missouri: Summary level: 050, state:29> county:177",70519
"Stone County, Missouri: Summary level: 050, state:29> county:209",52577
"Reynolds County, Missouri: Summary level: 050, state:29> county:179",50712
"St. Louis County, Missouri: Summary level: 050, state:29> county:189",81817
"Scott County, Missouri: Summary level: 050, state:29> county:201",50242
"Barry County, Missouri: Summary level: 050, state:29> county:009",51242
"Barton County, Missouri: Summary level: 050, state:29> county:011",51056
"Boone County, Missouri: Summary level: 050, state:29> county:019",75064
"Cedar County, Missouri: Summary level: 050, state:29> county:039",44390
"Cole County, Missouri: Summary level: 050, state:29> county:051",69258
"Crawford County, Missouri: Summary level: 050, state:29> county:055",49090
"Gasconade County, Missouri: Summary level: 050, state:29> county:073",59759
"Iron County, Missouri: Summary level: 050, state:29> county:093",45388
"Livingston County, Missouri: Summary level: 050, state:29> county:117",59142
"Macon County, Missouri: Summary level: 050, state:29> county:121",51529
"Moniteau County, Missouri: Summary level: 050, state:29> county:135",60296
"Oregon County, Missouri: Summary level: 050, state:29> county:149",41609
"Pemiscot County, Missouri: Summary level: 050, state:29> county:155",44005
"Pettis County, Missouri: Summary level: 050, state:29> county:159",51903
"Ste. Genevieve County, Missouri: Summary level: 050, state:29> county:186",59063
"Shannon County, Missouri: Summary level: 050, state:29> county:203",43812
"Randolph County, Missouri: Summary level: 050, state:29> county:175",59346
"Douglas County, Missouri: Summary level: 050, state:29> county:067",39292
"Dunklin County, Missouri: Summary level: 050, state:29> county:069",40350
"Franklin County, Missouri: Summary level: 050, state:29> county:071",65468
"Henry County, Missouri: Summary level: 050, state:29> county:083",53636
"Howard County, Missouri: Summary level: 050, state:29> county:089",61385
"Jackson County, Missouri: Summary level: 050, state:29> county:095",65171
"Lawrence County, Missouri: Summary level: 050, state:29> county:109",49763
"Miller County, Missouri: Summary level: 050, state:29> county:131",51395
"Pulaski County, Missouri: Summary level: 050, state:29> county:169",61567
"Putnam County, Missouri: Summary level: 050, state:29> county:171",44949
"Taney County, Missouri: Summary level: 050, state:29> county:213",48785
"Texas County, Missouri: Summary level: 050, state:29> county:215",45968
"Buchanan County, Missouri: Summary level: 050, state:29> county:021",60344
"Caldwell County, Missouri: Summary level: 050, state:29> county:025",56598
"Callaway County, Missouri: Summary level: 050, state:29> county:027",65452
"Cass County, Missouri: Summary level: 050, state:29> county:037",76483
"Clinton County, Missouri: Summary level: 050, state:29> county:049",68523
"Cooper County, Missouri: Summary level: 050, state:29> county:053",63149
"Dallas County, Missouri: Summary level: 050, state:29> county:059",46607
"Gentry County, Missouri: Summary level: 050, state:29> county:075",55094
"Hickory County, Missouri: Summary level: 050, state:29> county:085",43312
"Lincoln County, Missouri: Summary level: 050, state:29> county:113",67580
"Mississippi County, Missouri: Summary level: 050, state:29> county:133",35722
"Monroe County, Missouri: Summary level: 050, state:29> county:137",54565
"Newton County, Missouri: Summary level: 050, state:29> county:145",56203
"Ozark County, Missouri: Summary level: 050, state:29> county:153",41338
"Pike County, Missouri: Summary level: 050, state:29> county:163",56715
"St. Charles County, Missouri: Summary level: 050, state:29> county:183",92627
"Mercer County, Missouri: Summary level: 050, state:29> county:129",51696
"Madison County, Missouri: Summary level: 050, state:29> county:123",50781
"Wright County, Missouri: Summary level: 050, state:29> county:229",40103
"Clay County, Missouri: Summary level: 050, state:29> county:047",78403
"Vernon County, Missouri: Summary level: 050, state:29> county:217",49678
"Dent County, Missouri: Summary level: 050, state:29> county:065",48530
"Saline County, Missouri: Summary level: 050, state:29> county:195",52378
"Nodaway County, Missouri: Summary level: 050, state:29> county:147",59462
"Worth County, Missouri: Summary level: 050, state:29> county:227",54609
"Chariton County, Missouri: Summary level: 050, state:29> county:041",52708
"Grundy County, Missouri: Summary level: 050, state:29> county:079",58899
"Morgan County, Missouri: Summary level: 050, state:29> county:141",45840
"Wayne County, Missouri: Summary level: 050, state:29> county:223",41311
"Bollinger County, Missouri: Summary level: 050, state:29> county:017",50973
"Cape Girardeau County, Missouri: Summary level: 050, state:29> county:031",64443
"Shelby County, Missouri: Summary level: 050, state:29> county:205",56164
"Webster County, Missouri: Summary level: 050, state:29> county:225",53550
"Atchison County, Missouri: Summary level: 050, state:29> county:005",60161
"Bates County, Missouri: Summary level: 050, state:29> county:013",59982
"Benton County, Missouri: Summary level: 050, state:29> county:015",42689
"Custer County, Montana: Summary level: 050, state:30> county:017",72058
"Hill County, Montana: Summary level: 050, state:30> county:041",53940
"Chouteau County, Montana: Summary level: 050, state:30> county:015",50281
"Treasure County, Montana: Summary level: 050, state:30> county:103",45833
"Phillips County, Montana: Summary level: 050, state:30> county:071",55432
"Powder River County, Montana: Summary level: 050, state:30> county:075",60263
"Lincoln County, Montana: Summary level: 050, state:30> county:053",46971
"Park County, Montana: Summary level: 050, state:30> county:067",66871
"Roosevelt County, Montana: Summary level: 050, state:30> county:085",52344
"Blaine County, Montana: Summary level: 050, state:30> county:005",43517
"Liberty County, Montana: Summary level: 050, state:30> county:051",63750
"Sweet Grass County, Montana: Summary level: 050, state:30> county:097",64643
"Richland County, Montana: Summary level: 050, state:30> county:083",78151
"Teton County, Montana: Summary level: 050, state:30> county:099",62377
"Prairie County, Montana: Summary level: 050, state:30> county:079",62417
"Toole County, Montana: Summary level: 050, state:30> county:101",57893
"Glacier County, Montana: Summary level: 050, state:30> county:035",43571
"Fallon County, Montana: Summary level: 050, state:30> county:025",72625
"Daniels County, Montana: Summary level: 050, state:30> county:019",67500
"Stillwater County, Montana: Summary level: 050, state:30> county:095",77731
"Golden Valley County, Montana: Summary level: 050, state:30> county:037",46250
"Judith Basin County, Montana: Summary level: 050, state:30> county:045",58594
"Silver Bow County, Montana: Summary level: 050, state:30> county:093",58066
"Deer Lodge County, Montana: Summary level: 050, state:30> county:023",56574
"Jefferson County, Montana: Summary level: 050, state:30> county:043",78003
"Granite County, Montana: Summary level: 050, state:30> county:039",55982
"McCone County, Montana: Summary level: 050, state:30> county:055",65625
"Wheatland County, Montana: Summary level: 050, state:30> county:107",42841
"Madison County, Montana: Summary level: 050, state:30> county:057",61178
"Rosebud County, Montana: Summary level: 050, state:30> county:087",70617
"Sheridan County, Montana: Summary level: 050, state:30> county:091",73021
"Carter County, Montana: Summary level: 050, state:30> county:011",61579
"Dawson County, Montana: Summary level: 050, state:30> county:021",68401
"Big Horn County, Montana: Summary level: 050, state:30> county:003",52075
"Broadwater County, Montana: Summary level: 050, state:30> county:007",66698
"Lake County, Montana: Summary level: 050, state:30> county:047",54886
"Lewis and Clark County, Montana: Summary level: 050, state:30> county:049",75577
"Pondera County, Montana: Summary level: 050, state:30> county:073",54975
"Yellowstone County, Montana: Summary level: 050, state:30> county:111",72370
"Missoula County, Montana: Summary level: 050, state:30> county:063",70883
"Ravalli County, Montana: Summary level: 050, state:30> county:081",58633
"Valley County, Montana: Summary level: 050, state:30> county:105",65383
"Cascade County, Montana: Summary level: 050, state:30> county:013",61464
"Fergus County, Montana: Summary level: 050, state:30> county:027",54395
"Garfield County, Montana: Summary level: 050, state:30> county:033",64375
"Mineral County, Montana: Summary level: 050, state:30> county:061",54961
"Petroleum County, Montana: Summary level: 050, state:30> county:069",61042
"Powell County, Montana: Summary level: 050, state:30> county:077",55563
"Sanders County, Montana: Summary level: 050, state:30> county:089",45221
"Wibaux County, Montana: Summary level: 050, state:30> county:109",50357
"Gallatin County, Montana: Summary level: 050, state:30> county:031",79430
"Meagher County, Montana: Summary level: 050, state:30> county:059",46442
"Carbon County, Montana: Summary level: 050, state:30> county:009",73071
"Beaverhead County, Montana: Summary level: 050, state:30> county:001",65240
"Flathead County, Montana: Summary level: 050, state:30> county:029",63685
"Musselshell County, Montana: Summary level: 050, state:30> county:065",52868
"Garden County, Nebraska: Summary level: 050, state:31> county:069",67976
"Hooker County, Nebraska: Summary level: 050, state:31> county:091",57917
"Morrill County, Nebraska: Summary level: 050, state:31> county:123",55337
"Nemaha County, Nebraska: Summary level: 050, state:31> county:127",69432
"Seward County, Nebraska: Summary level: 050, state:31> county:159",79621
"Thomas County, Nebraska: Summary level: 050, state:31> county:171",70833
"Dakota County, Nebraska: Summary level: 050, state:31> county:043",56976
"Webster County, Nebraska: Summary level: 050, state:31> county:181",59550
"Antelope County, Nebraska: Summary level: 050, state:31> county:003",59074
"Chase County, Nebraska: Summary level: 050, state:31> county:029",62153
"Butler County, Nebraska: Summary level: 050, state:31> county:023",65720
"Clay County, Nebraska: Summary level: 050, state:31> county:035",64430
"Arthur County, Nebraska: Summary level: 050, state:31> county:005",65000
"Custer County, Nebraska: Summary level: 050, state:31> county:041",60290
"Franklin County, Nebraska: Summary level: 050, state:31> county:061",61006
"Gage County, Nebraska: Summary level: 050, state:31> county:067",67089
"Hamilton County, Nebraska: Summary level: 050, state:31> county:081",75511
"Loup County, Nebraska: Summary level: 050, state:31> county:115",66250
"Jefferson County, Nebraska: Summary level: 050, state:31> county:095",54890
"Kearney County, Nebraska: Summary level: 050, state:31> county:099",71490
"Keith County, Nebraska: Summary level: 050, state:31> county:101",57887
"Madison County, Nebraska: Summary level: 050, state:31> county:119",63666
"Perkins County, Nebraska: Summary level: 050, state:31> county:135",69632
"Phelps County, Nebraska: Summary level: 050, state:31> county:137",72275
"Saunders County, Nebraska: Summary level: 050, state:31> county:155",77994
"Scotts Bluff County, Nebraska: Summary level: 050, state:31> county:157",58727
"Wayne County, Nebraska: Summary level: 050, state:31> county:179",71353
"Keya Paha County, Nebraska: Summary level: 050, state:31> county:103",53333
"Kimball County, Nebraska: Summary level: 050, state:31> county:105",53333
"Knox County, Nebraska: Summary level: 050, state:31> county:107",61306
"Lincoln County, Nebraska: Summary level: 050, state:31> county:111",69210
"Merrick County, Nebraska: Summary level: 050, state:31> county:121",65601
"Pierce County, Nebraska: Summary level: 050, state:31> county:139",69878
"Sioux County, Nebraska: Summary level: 050, state:31> county:165",59063
"Burt County, Nebraska: Summary level: 050, state:31> county:021",63114
"Cass County, Nebraska: Summary level: 050, state:31> county:025",82070
"Cuming County, Nebraska: Summary level: 050, state:31> county:039",64432
"Dixon County, Nebraska: Summary level: 050, state:31> county:051",65853
"Dundy County, Nebraska: Summary level: 050, state:31> county:057",56667
"Grant County, Nebraska: Summary level: 050, state:31> county:075",55769
"Greeley County, Nebraska: Summary level: 050, state:31> county:077",59934
"Hall County, Nebraska: Summary level: 050, state:31> county:079",62466
"Hayes County, Nebraska: Summary level: 050, state:31> county:085",61196
"Otoe County, Nebraska: Summary level: 050, state:31> county:131",68981
"Red Willow County, Nebraska: Summary level: 050, state:31> county:145",60246
"Cedar County, Nebraska: Summary level: 050, state:31> county:027",71211
"Dawes County, Nebraska: Summary level: 050, state:31> county:045",63281
"Johnson County, Nebraska: Summary level: 050, state:31> county:097",60365
"Cheyenne County, Nebraska: Summary level: 050, state:31> county:033",77386
"Dawson County, Nebraska: Summary level: 050, state:31> county:047",59433
"Garfield County, Nebraska: Summary level: 050, state:31> county:071",55333
"McPherson County, Nebraska: Summary level: 050, state:31> county:117",74464
"Nance County, Nebraska: Summary level: 050, state:31> county:125",61458
"Pawnee County, Nebraska: Summary level: 050, state:31> county:133",56435
"Stanton County, Nebraska: Summary level: 050, state:31> county:167",69219
"Valley County, Nebraska: Summary level: 050, state:31> county:175",65000
"Wheeler County, Nebraska: Summary level: 050, state:31> county:183",59688
"Harlan County, Nebraska: Summary level: 050, state:31> county:083",63026
"York County, Nebraska: Summary level: 050, state:31> county:185",70798
"Blaine County, Nebraska: Summary level: 050, state:31> county:009",57969
"Buffalo County, Nebraska: Summary level: 050, state:31> county:019",73268
"Colfax County, Nebraska: Summary level: 050, state:31> county:037",62933
"Deuel County, Nebraska: Summary level: 050, state:31> county:049",59583
"Hitchcock County, Nebraska: Summary level: 050, state:31> county:087",54803
"Logan County, Nebraska: Summary level: 050, state:31> county:113",63000
"Platte County, Nebraska: Summary level: 050, state:31> county:141",73453
"Polk County, Nebraska: Summary level: 050, state:31> county:143",76875
"Thayer County, Nebraska: Summary level: 050, state:31> county:169",65457
"Box Butte County, Nebraska: Summary level: 050, state:31> county:013",73964
"Brown County, Nebraska: Summary level: 050, state:31> county:017",52670
"Adams County, Nebraska: Summary level: 050, state:31> county:001",68626
"Sheridan County, Nebraska: Summary level: 050, state:31> county:161",54881
"Lancaster County, Nebraska: Summary level: 050, state:31> county:109",75076
"Boone County, Nebraska: Summary level: 050, state:31> county:011",68900
"Nuckolls County, Nebraska: Summary level: 050, state:31> county:129",54853
"Rock County, Nebraska: Summary level: 050, state:31> county:149",65250
"Banner County, Nebraska: Summary level: 050, state:31> county:007",63125
"Frontier County, Nebraska: Summary level: 050, state:31> county:063",61641
"Sherman County, Nebraska: Summary level: 050, state:31> county:163",65064
"Douglas County, Nebraska: Summary level: 050, state:31> county:055",76850
"Richardson County, Nebraska: Summary level: 050, state:31> county:147",58832
"Howard County, Nebraska: Summary level: 050, state:31> county:093",68500
"Holt County, Nebraska: Summary level: 050, state:31> county:089",63971
"Furnas County, Nebraska: Summary level: 050, state:31> county:065",61101
"Gosper County, Nebraska: Summary level: 050, state:31> county:073",79875
"Saline County, Nebraska: Summary level: 050, state:31> county:151",62105
"Sarpy County, Nebraska: Summary level: 050, state:31> county:153",88448
"Thurston County, Nebraska: Summary level: 050, state:31> county:173",49893
"Washington County, Nebraska: Summary level: 050, state:31> county:177",83933
"Boyd County, Nebraska: Summary level: 050, state:31> county:015",63750
"Cherry County, Nebraska: Summary level: 050, state:31> county:031",61707
"Dodge County, Nebraska: Summary level: 050, state:31> county:053",60939
"Fillmore County, Nebraska: Summary level: 050, state:31> county:059",68393
"Cheshire County, New Hampshire: Summary level: 050, state:33> county:005",76112
"Merrimack County, New Hampshire: Summary level: 050, state:33> county:013",86170
"Grafton County, New Hampshire: Summary level: 050, state:33> county:009",77742
"Rockingham County, New Hampshire: Summary level: 050, state:33> county:015",103321
"Belknap County, New Hampshire: Summary level: 050, state:33> county:001",77620
"Sullivan County, New Hampshire: Summary level: 050, state:33> county:019",72382
"Hillsborough County, New Hampshire: Summary level: 050, state:33> county:011",91499
"Strafford County, New Hampshire: Summary level: 050, state:33> county:017",83941
"Coos County, New Hampshire: Summary level: 050, state:33> county:007",58266
"Carroll County, New Hampshire: Summary level: 050, state:33> county:003",67703
"Churchill County, Nevada: Summary level: 050, state:32> county:001",59589
"Douglas County, Nevada: Summary level: 050, state:32> county:005",71047
"Lander County, Nevada: Summary level: 050, state:32> county:015",96250
"Pershing County, Nevada: Summary level: 050, state:32> county:027",60408
"Esmeralda County, Nevada: Summary level: 050, state:32> county:009",47396
"Eureka County, Nevada: Summary level: 050, state:32> county:011",109085
"Humboldt County, Nevada: Summary level: 050, state:32> county:013",80884
"Mineral County, Nevada: Summary level: 050, state:32> county:021",58306
"White Pine County, Nevada: Summary level: 050, state:32> county:033",69481
"Elko County, Nevada: Summary level: 050, state:32> county:007",86421
"Lincoln County, Nevada: Summary level: 050, state:32> county:017",61544
"Nye County, Nevada: Summary level: 050, state:32> county:023",53931
"Storey County, Nevada: Summary level: 050, state:32> county:029",66870
"Washoe County, Nevada: Summary level: 050, state:32> county:031",72533
"Clark County, Nevada: Summary level: 050, state:32> county:003",63917
"Carson City, Nevada: Summary level: 050, state:32> county:510",65357
"Lyon County, Nevada: Summary level: 050, state:32> county:019",60381
"Monmouth County, New Jersey: Summary level: 050, state:34> county:025",115075
"Mercer County, New Jersey: Summary level: 050, state:34> county:021",98965
"Sussex County, New Jersey: Summary level: 050, state:34> county:037",102430
"Cumberland County, New Jersey: Summary level: 050, state:34> county:011",59927
"Somerset County, New Jersey: Summary level: 050, state:34> county:035",129444
"Essex County, New Jersey: Summary level: 050, state:34> county:013",74434
"Ocean County, New Jersey: Summary level: 050, state:34> county:029",82380
"Atlantic County, New Jersey: Summary level: 050, state:34> county:001",70984
"Gloucester County, New Jersey: Summary level: 050, state:34> county:015",98313
"Middlesex County, New Jersey: Summary level: 050, state:34> county:023",99470
"Salem County, New Jersey: Summary level: 050, state:34> county:033",81487
"Passaic County, New Jersey: Summary level: 050, state:34> county:031",75932
"Cape May County, New Jersey: Summary level: 050, state:34> county:009",78624
"Camden County, New Jersey: Summary level: 050, state:34> county:007",82357
"Bergen County, New Jersey: Summary level: 050, state:34> county:003",112099
"Union County, New Jersey: Summary level: 050, state:34> county:039",86824
"Warren County, New Jersey: Summary level: 050, state:34> county:041",92952
"Hudson County, New Jersey: Summary level: 050, state:34> county:017",66601
"Hunterdon County, New Jersey: Summary level: 050, state:34> county:019",136895
"Burlington County, New Jersey: Summary level: 050, state:34> county:005",99356
"Morris County, New Jersey: Summary level: 050, state:34> county:027",130058
"San Juan County, New Mexico: Summary level: 050, state:35> county:045",58326
"Quay County, New Mexico: Summary level: 050, state:35> county:037",39087
"Lincoln County, New Mexico: Summary level: 050, state:35> county:027",56518
"Chaves County, New Mexico: Summary level: 050, state:35> county:005",50673
"Lea County, New Mexico: Summary level: 050, state:35> county:025",65120
"Santa Fe County, New Mexico: Summary level: 050, state:35> county:049",68940
"Union County, New Mexico: Summary level: 050, state:35> county:059",42461
"Sierra County, New Mexico: Summary level: 050, state:35> county:051",40833
"Socorro County, New Mexico: Summary level: 050, state:35> county:053",44145
"Roosevelt County, New Mexico: Summary level: 050, state:35> county:041",44263
"Los Alamos County, New Mexico: Summary level: 050, state:35> county:028",133523
"Rio Arriba County, New Mexico: Summary level: 050, state:35> county:039",45349
"San Miguel County, New Mexico: Summary level: 050, state:35> county:047",40559
"Otero County, New Mexico: Summary level: 050, state:35> county:035",52040
"Valencia County, New Mexico: Summary level: 050, state:35> county:061",50513
"Torrance County, New Mexico: Summary level: 050, state:35> county:057",49514
"Bernalillo County, New Mexico: Summary level: 050, state:35> county:001",64060
"Cibola County, New Mexico: Summary level: 050, state:35> county:006",45667
"De Baca County, New Mexico: Summary level: 050, state:35> county:011",58125
"Guadalupe County, New Mexico: Summary level: 050, state:35> county:019",40139
"Catron County, New Mexico: Summary level: 050, state:35> county:003",50603
"Hidalgo County, New Mexico: Summary level: 050, state:35> county:023",47026
"Luna County, New Mexico: Summary level: 050, state:35> county:029",36007
"McKinley County, New Mexico: Summary level: 050, state:35> county:031",36537
"Sandoval County, New Mexico: Summary level: 050, state:35> county:043",70381
"Taos County, New Mexico: Summary level: 050, state:35> county:055",45990
"Grant County, New Mexico: Summary level: 050, state:35> county:017",50621
"Curry County, New Mexico: Summary level: 050, state:35> county:009",48707
"Colfax County, New Mexico: Summary level: 050, state:35> county:007",46817
"Eddy County, New Mexico: Summary level: 050, state:35> county:015",66538
"Harding County, New Mexico: Summary level: 050, state:35> county:021",48594
"Mora County, New Mexico: Summary level: 050, state:35> county:033",33243
"Schoharie County, New York: Summary level: 050, state:36> county:095",64716
"Bronx County, New York: Summary level: 050, state:36> county:005",41484
"Onondaga County, New York: Summary level: 050, state:36> county:067",74968
"Fulton County, New York: Summary level: 050, state:36> county:035",59367
"Clinton County, New York: Summary level: 050, state:36> county:019",66726
"Seneca County, New York: Summary level: 050, state:36> county:099",65674
"Rensselaer County, New York: Summary level: 050, state:36> county:083",81817
"Putnam County, New York: Summary level: 050, state:36> county:079",115601
"Franklin County, New York: Summary level: 050, state:36> county:033",61377
"Herkimer County, New York: Summary level: 050, state:36> county:043",61412
"Ontario County, New York: Summary level: 050, state:36> county:069",78750
"Queens County, New York: Summary level: 050, state:36> county:081",69805
"Steuben County, New York: Summary level: 050, state:36> county:101",60563
"Hamilton County, New York: Summary level: 050, state:36> county:041",64440
"Washington County, New York: Summary level: 050, state:36> county:115",62333
"Chautauqua County, New York: Summary level: 050, state:36> county:013",56408
"Kings County, New York: Summary level: 050, state:36> county:047",60317
"New York County, New York: Summary level: 050, state:36> county:061",99245
"Tioga County, New York: Summary level: 050, state:36> county:107",72992
"Cayuga County, New York: Summary level: 050, state:36> county:011",66728
"Orleans County, New York: Summary level: 050, state:36> county:073",57601
"Saratoga County, New York: Summary level: 050, state:36> county:091",94290
"Rockland County, New York: Summary level: 050, state:36> county:087",104232
"Columbia County, New York: Summary level: 050, state:36> county:021",76540
"Lewis County, New York: Summary level: 050, state:36> county:049",61780
"Niagara County, New York: Summary level: 050, state:36> county:063",68737
"Westchester County, New York: Summary level: 050, state:36> county:119",114923
"Delaware County, New York: Summary level: 050, state:36> county:025",60571
"Essex County, New York: Summary level: 050, state:36> county:031",69386
"Montgomery County, New York: Summary level: 050, state:36> county:057",58912
"Nassau County, New York: Summary level: 050, state:36> county:059",123898
"Richmond County, New York: Summary level: 050, state:36> county:085",91262
"St. Lawrence County, New York: Summary level: 050, state:36> county:089",57668
"Schuyler County, New York: Summary level: 050, state:36> county:097",62778
"Tompkins County, New York: Summary level: 050, state:36> county:109",78504
"Warren County, New York: Summary level: 050, state:36> county:113",74196
"Chenango County, New York: Summary level: 050, state:36> county:017",60177
"Cortland County, New York: Summary level: 050, state:36> county:023",68114
"Dutchess County, New York: Summary level: 050, state:36> county:027",94533
"Jefferson County, New York: Summary level: 050, state:36> county:045",59488
"Monroe County, New York: Summary level: 050, state:36> county:055",72653
"Oneida County, New York: Summary level: 050, state:36> county:065",65284
"Suffolk County, New York: Summary level: 050, state:36> county:103",108519
"Ulster County, New York: Summary level: 050, state:36> county:111",77336
"Wyoming County, New York: Summary level: 050, state:36> county:121",66597
"Chemung County, New York: Summary level: 050, state:36> county:015",67879
"Livingston County, New York: Summary level: 050, state:36> county:051",70955
"Oswego County, New York: Summary level: 050, state:36> county:075",62176
"Otsego County, New York: Summary level: 050, state:36> county:077",64150
"Greene County, New York: Summary level: 050, state:36> county:039",69497
"Wayne County, New York: Summary level: 050, state:36> county:117",64637
"Albany County, New York: Summary level: 050, state:36> county:001",90031
"Allegany County, New York: Summary level: 050, state:36> county:003",55302
"Broome County, New York: Summary level: 050, state:36> county:007",65022
"Cattaraugus County, New York: Summary level: 050, state:36> county:009",58073
"Erie County, New York: Summary level: 050, state:36> county:029",72128
"Madison County, New York: Summary level: 050, state:36> county:053",72052
"Schenectady County, New York: Summary level: 050, state:36> county:093",80122
"Sullivan County, New York: Summary level: 050, state:36> county:105",66652
"Genesee County, New York: Summary level: 050, state:36> county:037",69370
"Yates County, New York: Summary level: 050, state:36> county:123",66467
"Orange County, New York: Summary level: 050, state:36> county:071",90243
"Scotland County, North Carolina: Summary level: 050, state:37> county:165",41396
"Watauga County, North Carolina: Summary level: 050, state:37> county:189",65322
"Halifax County, North Carolina: Summary level: 050, state:37> county:083",42579
"Alamance County, North Carolina: Summary level: 050, state:37> county:001",56979
"Tyrrell County, North Carolina: Summary level: 050, state:37> county:177",40439
"Greene County, North Carolina: Summary level: 050, state:37> county:079",50922
"Haywood County, North Carolina: Summary level: 050, state:37> county:087",56859
"Mitchell County, North Carolina: Summary level: 050, state:37> county:121",53071
"Chowan County, North Carolina: Summary level: 050, state:37> county:041",49248
"Alleghany County, North Carolina: Summary level: 050, state:37> county:005",45078
"Caldwell County, North Carolina: Summary level: 050, state:37> county:027",51132
"Catawba County, North Carolina: Summary level: 050, state:37> county:035",60123
"Cleveland County, North Carolina: Summary level: 050, state:37> county:045",49448
"Craven County, North Carolina: Summary level: 050, state:37> county:049",57991
"Edgecombe County, North Carolina: Summary level: 050, state:37> county:065",42405
"Granville County, North Carolina: Summary level: 050, state:37> county:077",61537
"Harnett County, North Carolina: Summary level: 050, state:37> county:085",59322
"Hoke County, North Carolina: Summary level: 050, state:37> county:093",51560
"Henderson County, North Carolina: Summary level: 050, state:37> county:089",62338
"Hyde County, North Carolina: Summary level: 050, state:37> county:095",44038
"Iredell County, North Carolina: Summary level: 050, state:37> county:097",68079
"Mecklenburg County, North Carolina: Summary level: 050, state:37> county:119",76298
"Northampton County, North Carolina: Summary level: 050, state:37> county:131",41132
"Pitt County, North Carolina: Summary level: 050, state:37> county:147",60974
"Rowan County, North Carolina: Summary level: 050, state:37> county:159",57152
"Vance County, North Carolina: Summary level: 050, state:37> county:181",45302
"Cherokee County, North Carolina: Summary level: 050, state:37> county:039",48138
"Currituck County, North Carolina: Summary level: 050, state:37> county:053",77534
"Union County, North Carolina: Summary level: 050, state:37> county:179",81033
"Wilkes County, North Carolina: Summary level: 050, state:37> county:193",49310
