Location,median_income
"Forsyth County, North Carolina: Summary level: 050, state:37> county:067",62424
"Nash County, North Carolina: Summary level: 050, state:37> county:127",58840
"Alexander County, North Carolina: Summary level: 050, state:37> county:003",52770
"Bladen County, North Carolina: Summary level: 050, state:37> county:017",45809
"Dare County, North Carolina: Summary level: 050, state:37> county:055",65366
"Carteret County, North Carolina: Summary level: 050, state:37> county:031",64555
"Warren County, North Carolina: Summary level: 050, state:37> county:185",48125
"Wilson County, North Carolina: Summary level: 050, state:37> county:195",52533
"Bertie County, North Carolina: Summary level: 050, state:37> county:015",42392
"Gates County, North Carolina: Summary level: 050, state:37> county:073",64063
"Graham County, North Carolina: Summary level: 050, state:37> county:075",46551
"Martin County, North Carolina: Summary level: 050, state:37> county:117",43801
"Madison County, North Carolina: Summary level: 050, state:37> county:115",52548
"Pamlico County, North Carolina: Summary level: 050, state:37> county:137",56919
"Perquimans County, North Carolina: Summary level: 050, state:37> county:143",50223
"Polk County, North Carolina: Summary level: 050, state:37> county:149",57113
"Randolph County, North Carolina: Summary level: 050, state:37> county:151",53203
"Rockingham County, North Carolina: Summary level: 050, state:37> county:157",52090
"Stokes County, North Carolina: Summary level: 050, state:37> county:169",54149
"Washington County, North Carolina: Summary level: 050, state:37> county:187",47851
"Camden County, North Carolina: Summary level: 050, state:37> county:029",73639
"Clay County, North Carolina: Summary level: 050, state:37> county:043",47136
"Cumberland County, North Carolina: Summary level: 050, state:37> county:051",52903
"Gaston County, North Carolina: Summary level: 050, state:37> county:071",57309
"Guilford County, North Carolina: Summary level: 050, state:37> county:081",62796
"Jackson County, North Carolina: Summary level: 050, state:37> county:099",57134
"Moore County, North Carolina: Summary level: 050, state:37> county:125",69991
"Pasquotank County, North Carolina: Summary level: 050, state:37> county:139",62381
"Robeson County, North Carolina: Summary level: 050, state:37> county:155",40536
"Stanly County, North Carolina: Summary level: 050, state:37> county:167",57153
"Swain County, North Carolina: Summary level: 050, state:37> county:173",44885
"Wake County, North Carolina: Summary level: 050, state:37> county:183",91701
"Yancey County, North Carolina: Summary level: 050, state:37> county:199",50285
"Anson County, North Carolina: Summary level: 050, state:37> county:007",46261
"Chatham County, North Carolina: Summary level: 050, state:37> county:037",76535
"McDowell County, North Carolina: Summary level: 050, state:37> county:111",46201
"Franklin County, North Carolina: Summary level: 050, state:37> county:069",55985
"Johnston County, North Carolina: Summary level: 050, state:37> county:101",64055
"Jones County, North Carolina: Summary level: 050, state:37> county:103",47197
"Macon County, North Carolina: Summary level: 050, state:37> county:113",51105
"Person County, North Carolina: Summary level: 050, state:37> county:145",58161
"Brunswick County, North Carolina: Summary level: 050, state:37> county:019",62728
"Transylvania County, North Carolina: Summary level: 050, state:37> county:175",53407
"Ashe County, North Carolina: Summary level: 050, state:37> county:009",49846
"Beaufort County, North Carolina: Summary level: 050, state:37> county:013",54925
"Columbus County, North Carolina: Summary level: 050, state:37> county:047",46723
"Lenoir County, North Carolina: Summary level: 050, state:37> county:107",48262
"Lincoln County, North Carolina: Summary level: 050, state:37> county:109",60965
"Montgomery County, North Carolina: Summary level: 050, state:37> county:123",50787
"Onslow County, North Carolina: Summary level: 050, state:37> county:133",53611
"Orange County, North Carolina: Summary level: 050, state:37> county:135",91655
"Richmond County, North Carolina: Summary level: 050, state:37> county:153",40794
"Rutherford County, North Carolina: Summary level: 050, state:37> county:161",47796
"Sampson County, North Carolina: Summary level: 050, state:37> county:163",46384
"Surry County, North Carolina: Summary level: 050, state:37> county:171",50245
"Yadkin County, North Carolina: Summary level: 050, state:37> county:197",50864
"Avery County, North Carolina: Summary level: 050, state:37> county:011",45807
"Buncombe County, North Carolina: Summary level: 050, state:37> county:021",63477
"Burke County, North Carolina: Summary level: 050, state:37> county:023",50962
"Cabarrus County, North Carolina: Summary level: 050, state:37> county:025",72971
"Caswell County, North Carolina: Summary level: 050, state:37> county:033",50848
"Davie County, North Carolina: Summary level: 050, state:37> county:059",65039
"Davidson County, North Carolina: Summary level: 050, state:37> county:057",56855
"Duplin County, North Carolina: Summary level: 050, state:37> county:061",43675
"Durham County, North Carolina: Summary level: 050, state:37> county:063",75254
"Hertford County, North Carolina: Summary level: 050, state:37> county:091",43418
"Lee County, North Carolina: Summary level: 050, state:37> county:105",58523
"New Hanover County, North Carolina: Summary level: 050, state:37> county:129",70940
"Pender County, North Carolina: Summary level: 050, state:37> county:141",63983
"Wayne County, North Carolina: Summary level: 050, state:37> county:191",52507
"Burke County, North Dakota: Summary level: 050, state:38> county:013",84583
"Mountrail County, North Dakota: Summary level: 050, state:38> county:061",86373
"Traill County, North Dakota: Summary level: 050, state:38> county:097",83241
"Williams County, North Dakota: Summary level: 050, state:38> county:105",101136
"Billings County, North Dakota: Summary level: 050, state:38> county:007",107589
"Dickey County, North Dakota: Summary level: 050, state:38> county:021",72992
"Kidder County, North Dakota: Summary level: 050, state:38> county:043",62500
"Cavalier County, North Dakota: Summary level: 050, state:38> county:019",80510
"Ward County, North Dakota: Summary level: 050, state:38> county:101",82138
"Grant County, North Dakota: Summary level: 050, state:38> county:037",71354
"McHenry County, North Dakota: Summary level: 050, state:38> county:049",85472
"Pembina County, North Dakota: Summary level: 050, state:38> county:067",77886
"Steele County, North Dakota: Summary level: 050, state:38> county:091",87634
"Benson County, North Dakota: Summary level: 050, state:38> county:005",49542
"Hettinger County, North Dakota: Summary level: 050, state:38> county:041",74737
"LaMoure County, North Dakota: Summary level: 050, state:38> county:045",73952
"Morton County, North Dakota: Summary level: 050, state:38> county:059",86277
"Cass County, North Dakota: Summary level: 050, state:38> county:017",78932
"Dunn County, North Dakota: Summary level: 050, state:38> county:025",86681
"Emmons County, North Dakota: Summary level: 050, state:38> county:029",60227
"McIntosh County, North Dakota: Summary level: 050, state:38> county:051",59857
"Nelson County, North Dakota: Summary level: 050, state:38> county:063",70536
"Richland County, North Dakota: Summary level: 050, state:38> county:077",75973
"Rolette County, North Dakota: Summary level: 050, state:38> county:079",44635
"Walsh County, North Dakota: Summary level: 050, state:38> county:099",64464
"Adams County, North Dakota: Summary level: 050, state:38> county:001",73846
"Bottineau County, North Dakota: Summary level: 050, state:38> county:009",75078
"Barnes County, North Dakota: Summary level: 050, state:38> county:003",75966
"Eddy County, North Dakota: Summary level: 050, state:38> county:027",72112
"Grand Forks County, North Dakota: Summary level: 050, state:38> county:035",75203
"McKenzie County, North Dakota: Summary level: 050, state:38> county:053",93269
"Mercer County, North Dakota: Summary level: 050, state:38> county:057",92669
"McLean County, North Dakota: Summary level: 050, state:38> county:055",78125
"Pierce County, North Dakota: Summary level: 050, state:38> county:069",56250
"Ransom County, North Dakota: Summary level: 050, state:38> county:073",72798
"Renville County, North Dakota: Summary level: 050, state:38> county:075",77500
"Sioux County, North Dakota: Summary level: 050, state:38> county:085",42000
"Bowman County, North Dakota: Summary level: 050, state:38> county:011",93636
"Burleigh County, North Dakota: Summary level: 050, state:38> county:015",89233
"Golden Valley County, North Dakota: Summary level: 050, state:38> county:033",67434
"Logan County, North Dakota: Summary level: 050, state:38> county:047",73125
"Oliver County, North Dakota: Summary level: 050, state:38> county:065",83594
"Towner County, North Dakota: Summary level: 050, state:38> county:095",73224
"Stutsman County, North Dakota: Summary level: 050, state:38> county:093",74273
"Ramsey County, North Dakota: Summary level: 050, state:38> county:071",80878
"Divide County, North Dakota: Summary level: 050, state:38> county:023",85819
"Foster County, North Dakota: Summary level: 050, state:38> county:031",73194
"Griggs County, North Dakota: Summary level: 050, state:38> county:039",74688
"Sargent County, North Dakota: Summary level: 050, state:38> county:081",82596
"Sheridan County, North Dakota: Summary level: 050, state:38> county:083",59833
"Slope County, North Dakota: Summary level: 050, state:38> county:087",73750
"Stark County, North Dakota: Summary level: 050, state:38> county:089",98217
"Wells County, North Dakota: Summary level: 050, state:38> county:103",72885
"Gallia County, Ohio: Summary level: 050, state:39> county:053",57980
"Huron County, Ohio: Summary level: 050, state:39> county:077",58883
"Mahoning County, Ohio: Summary level: 050, state:39> county:099",57524
"Athens County, Ohio: Summary level: 050, state:39> county:009",53847
"Adams County, Ohio: Summary level: 050, state:39> county:001",44753
"Scioto County, Ohio: Summary level: 050, state:39> county:145",53039
"Medina County, Ohio: Summary level: 050, state:39> county:103",86906
"Meigs County, Ohio: Summary level: 050, state:39> county:105",51798
"Union County, Ohio: Summary level: 050, state:39> county:159",90023
"Champaign County, Ohio: Summary level: 050, state:39> county:021",64258
